id,CAGE-Code,GP-Nummer,Kreditor-Nr,Name 1
2468,96258,1000050867,0002073359,Flexfirm Products Inc
2469,1KZL5,1000051698,0002079206,Flexlink System Inc.
2470,C0013,1000059194,0002195752,Flexschlauch Produktions GmbH
2471,U1918,1000046421,0002016039,Flight Refuelling Ltd.
2472,04EJ9,1000056762,0002151929,Flightcom Corp
2473,4G220,1000052508,0002081184,Flightcraft Int'l Ltd
2474,50027,1000051562,0002074560,Flightline Electronics Inc
2475,4DTV3,1000057787,0002161710,"FLIR RADIATION, INC."
2476,AA96N,1000056458,0002143806,FLIR Systems AB
2477,C6121,1000047696,0002040298,Flir Systems GmbH
2478,3UVR3,1000056307,0002150157,FLIR Systems Inc.
2479,KB918,1000047547,0002035819,Flir Systems Ltd
2480,64869,1000057791,0002169040,"FLIR SYSTEMS, INC"
2481,N5387,1000058793,0002180986,FLIR Unmanned Aerial Systems AS
2482,C5284,1000052539,0002110947,Flore-Chemie GmbH
2483,1GLT2,1000051775,0002078387,Florida Aeronautics Inc
2484,2Y194,1000051204,0002072842,Florida RF Labs Inc.
2485,C8270,1000053580,0002121359,Flowserve Flow Control GmbH
2486,489Y2,1000058791,0002181058,Floyd Bell Inc.
2487,S0277,1000041634,0002044414,FLSmidth MAAG Gear AG
2488,C7508,1000046368,0002022468,Flugzeug-Union-Süd GmbH
2489,94592,1000054500,0002121743,Fluid Conditioning Products Inc
2490,0EPD7,1000047967,0002045204,Fluid Energy
2491,99227,1000050249,0002065031,Fluid Power Inc
2492,STY03,1000001778,0002010079,Fluidtec AG
2493,C7037,1000047765,0002043755,Fluitronics GmbH
2494,0HYG7,1000058685,0002175527,Fluke Corp.
2495,89536,1000050107,0002064228,Fluke Corporation
2496,R4941,1000058460,0002191911,Fluke Danmark A/S
2497,4U744,1000058251,0002191274,FLUKE ELECTRONICS CORPORATION
2498,FA1X8,1000058495,0002191870,Fluke France SAS
2499,AA398,1000054323,0002121499,Fluke Italia SRL
2500,D8430,1000046944,0002025277,Flux-Geräte GmbH
2501,99755,1000048044,0002045206,FMH Investor Group DBA FMH Corp
2502,74230,1000056975,0002172570,FMI Paint and Chemical Inc.
2503,S8680,1000051529,0002078856,FMV
2504,B0897,1000046357,0002016012,FN Herstal SA
2505,CB772,1000058279,0002191854,Foerster Welding Systems GmbH
2506,F0379,1000046860,0002025407,Foin-Ets
2507,1BK99,1000046434,0002022470,Fokker BV APS Division
2508,F5469,1000050813,0002068967,Fondam
2509,F5638,1000050822,0002072843,Fondex SA
2510,1UQE1,1000058995,0002194506,Forbes Aviation Inc
2511,07370,1000053853,0002113900,Forbes-Robinson Precision Equipment
2512,D0293,1000056565,0002170756,FORBO-HELMITIN GMBH
2513,D4825,1000052904,0002092742,Force Ware GmbH
2514,96172,1000049055,0002051203,Forda Company Inc
2515,4Y021,1000053302,0002093299,"FORGED METALS, INC."
2516,FA515,1000053170,0002092284,Forges Maurice Dembiermont
2517,1P6K0,1000057214,0002178032,Form Fit Und Funktion LLC
2518,CA687,1000057320,0002167296,Formtex ASL GmbH
2519,S3455,1000046355,0002016056,Forsheda AB
2520,A0143,1000052005,0002083509,Forsheda Polypac S.P.A.
2521,N0016,1000055851,0002158958,Forsvarets Logistikkorg. Luft
2522,30GT4,1000056938,0002143805,Fortinet Inc
2523,AL509,1000056305,0002156822,Fossatone di Medicina BO
2524,23439,1000052553,0002098804,Foxboro CO
2525,4JUY6,1000057448,0002176794,FOXFURY LIGHTING SOLUTION
2526,F6547,1000050811,0002068969,FP Soudage
2527,S4861,1000030283,0002001628,Fraisa SA
2528,14369,1000047504,0002037034,Frako Kondensatoren- und
2529,F4250,1000047973,0002044846,Framatome Connectors Connectral
2530,F1598,1000053585,0002123893,France Aviation
2531,F7339,1000055265,0002130991,France Organo Chimique
2532,S7484,1000005811,0002006019,Franke Industrie AG
2533,D9136,1000052634,0002110497,"Franz Schneider GmbH + Co, KG"
2534,DL303,1000056766,0002169623,Fraunhofer Institute for Applied
2535,1WAN0,1000054061,0002115122,Free Flight Systems
2536,00HL0,1000057790,0002177695,Free Software Foundation
2537,C6643,1000055586,0002160564,FREECOM TECHNOLOGIES GMBH
2538,1F275,1000058989,0002194764,Freeman Manufacturing & Supply Co
2539,F4597,1000055167,0002132657,Freescale Semiconducteurs France
2540,04713,1000048250,0002037919,Freescale Semiconductor Inc
2541,52339,1000052220,0002077137,Frequency Devices Inc
2542,0237N,1000049832,0002064485,FREQUENTIS AG
2543,C7862,1000056176,0002174935,FREQUENTIS DEUTSCHLAND GMBH
2544,1XKR9,1000057995,0002186116,"FREQUENTIS USA, INC."
2545,A365G,1000056451,0002144576,Frestems Oy
2546,D2480,1000047960,0002038330,Freudenberg Sealing Tech. GmbH & Co
2547,SC274,1000050643,0002071394,Freudenberg Simrit Kufstein GesmbH
2548,F0384,1000052625,0002108694,Freudenberg Simrit SAS
2549,K0640,1000052893,0002101068,Freudenberg Technical Products LP
2550,C9306,1000046444,0002016064,Freudenberg Vliesstoffe KG
2551,02988,1000054438,0002121527,Freudenberg-NOK
2552,K2523,1000051006,0002070927,FR-Hitemp Ltd
2553,CG409,1000055544,0002160817,Friedl und Müller Gerätebau GmbH
2554,D8103,1000055169,0002125777,Friedrich Duss
2555,C1429,1000053671,0002120304,Friedrich Lütze GmbH & Co.KG
2556,CH924,1000058291,0002180679,Friedrich Sailer GmbH
2557,C0303,1000057481,0002167387,FRIEMANN & WOLF
2558,S0078,1000043358,0002001577,Frigo AG
2559,C6100,1000052333,0002089855,Fritsche Theodolf GmbH & Co.
2560,C2054,1000052785,0002100225,FRIWO AG
2561,D9000,1000055712,0002156087,Frizlen GmbH und Co KG
2562,U0603,1000053501,0002102974,"Froude, Ltd."
2563,D0316,1000058096,0002179345,Frowein GmbH & Co. AG
2564,SBT73,1000057279,0002187367,FSP GROUP INC
2565,CF329,1000057530,0002168998,FST GMBH FILTRATIONS- UND
2566,58794,1000056905,0002143771,FTC Fastener Technology Corp
2567,D0786,1000046888,0002025314,FTE Automotive GmbH & Co. KG
2568,18316,1000058836,0002194817,"FTI FLOW TECHNOLOGY, INC."
2569,K0007,1000048667,0002049950,Fuchs Lubricants (UK) plc
2570,F0348,1000049721,0002058211,Fuchs Lubrifiants France SA
2571,C2579,1000050073,0002065452,Fuchs Lubritech GmbH
2572,89305,1000048369,0002045591,"Fuel & Utility Systems,"
2573,S5212,1000047739,0002045211,Fujitsu Ltd
2574,61271,1000052089,0002077046,Fujitsu Microelectronics Inc.
2575,D5365,1000054074,0002117142,Fuller H. B. Deutschland GmbH
2576,ZM645,1000054008,0002116729,Fuller H.B. Co Australia Pty Ltd
2577,73470,1000054461,0002121548,Fulton Mfg Corp
2578,0EJE3,1000049064,0002051941,Furane Products Co
2579,C7841,1000052620,0002106464,Fürniss GmbH
2580,S5485,1000057258,0002187336,FUTABA CORPORATION
2581,KCS60,1000051499,0002074668,Future Technology Devices
2582,52497,1000046408,0002016080,FXC Corporation
2583,052B7,1000054106,0002121494,G E Inspection Technologies LP
2584,56946,1000050494,0002067049,G S Precision Inc
2585,81904,1000058683,0002196427,G T I CORP CLOVER INDUSTRIES
2586,0D0V6,1000046574,0002022476,G&H Technology Inc.
2587,A9071,1000058866,0002197768,G. Agrati Srl
2588,D8965,1000055513,0002145565,G. Dietrich GmbH
2589,D2109,1000058481,0002191207,G. Erich Burkhardt GmbH
2590,C3344,1000058307,0002180994,G.S.A. ELEKTRO-ELEKTRONIK-BAUTEILE
2591,A7423,1000056166,0002165197,G.T. LINE SRL
2592,3AR59,1000056552,0002164594,G.T. Machining & Fabricating LTD
2593,99837,1000050634,0002061083,Gables Engineering Inc
2594,7Q8R7,1000056676,0002165225,Gabriel Phenoxies Inc
2595,FA4M3,1000057239,0002177691,Gaches Chimie SA Escalquens
2596,62946,1000058219,0002179290,Gage Bilt Inc
2597,Z2Y16,1000052200,0002082089,Gagudiu Enterprises PTY Ltd Trading
2598,AC031,1000051967,0002077468,Galileo Avionica SPA
2599,F8499,1000046333,0002016088,Gallet SA
2600,1FA70,1000050000,0002062239,Gamma High Voltage Research Inc
2601,57688,1000055893,0002146826,Ganar Industries Inc
2602,C0488,1000048789,0002048184,Ganter Otto & Co KG
2603,16017,1000053485,0002092467,GAR Enterprises Inc.
2604,C4236,1000052679,0002110728,Gardner Denver Thomas GmbH
2605,26124,1000049185,0002050163,Garlock Bearings
2606,73680,1000054695,0002139597,Garlock Sealing Technologies
2607,U4F26,1000052503,0002081156,Garmin (Europe) Ltd.
2608,0TRC3,1000048196,0002044481,Garmin International INC
2609,0ELZ7,1000057802,0002177665,"Garrett Electronics, Inc."
2610,0BM43,1000055877,0002159910,Garrett Industrial Supply Co
2611,08179,1000048555,0002045946,Garrett Turbocharger Div.
2612,19112,1000048570,0002045714,Garry Electronics a Wire-Pro Co
2613,51906,1000047277,0002030364,Gas Tech Inc.
2614,3CKH7,1000055615,0002147150,Gasoila Chemicals
2615,CN3N7,1000059119,0002193763,Gassmann GmbH
2616,24123,1000048979,0002047613,Gast Manufacturing Corp.
2617,24161,1000059164,0002187927,Gates Corporation
2618,B1232,1000046356,0002016085,Gates Europe NV
2619,F0984,1000050778,0002072769,Gauthier Connectique
2620,S3169,1000029989,0002021327,Gautschi AG
2621,51398,1000049372,0002049280,Gavazzi Carlo Inc.
2622,09168,1000056748,0002156942,Gayston Corporation
2623,01289,1000046728,0002029370,GE Aviation
2624,U6133,1000053311,0002109426,GE Aviation Systems Limited
2625,07639,1000046875,0002029380,GE Aviation Systems LLC
2626,058R3,1000048257,0002038351,GE Aviation Systems LLC
2627,35351,1000049326,0002049095,GE Aviation Systems LLC
2628,86360,1000051495,0002074202,GE Aviation Systems LLC
2629,35012,1000052827,0002099300,GE Aviation Systems LLC
2630,05624,1000054136,0002121377,GE Aviation Systems LLC
2631,97953,1000059125,0002194870,GE AVIATION SYSTEMS LLC
2632,K5294,1000046554,0002023223,GE Aviation Systems Ltd
2633,U3733,1000058660,0002196636,GE Aviation Systems Ltd
2634,17466,1000058532,0002196384,Ge Kaye Instruments Inc
2635,96116,1000058782,0002191345,GE Ruska Instrument Corp
2636,D1260,1000055684,0002158443,GE Sensing & Inspection
2637,03350,1000049056,0002049603,"GE Structured Services, LP"
2638,03763,1000052177,0002083527,"GearTronics Industries, Inc."
2639,23839,1000051139,0002071087,Gebauer Chemical Co
2640,SH627,1000021087,0002010433,Gebr. Gloor AG
2641,C2262,1000053284,0002093072,Gebr. Kirchner GmbH & Co. KG
2642,D2366,1000050833,0002073382,Gebr. Reinfurt GmbH & Co. KG
2643,K1612,1000051313,0002075798,GEC - Plessey Semiconductors Ltd
2644,81039,1000049395,0002053565,GEC Marconi Aerospace Inc.
2645,U2248,1000046400,0002016109,GEC Marconi Communications Ltd.
2646,D5513,1000047420,0002036967,GEDORE Werkzeugfabrik Otto Dowidat
2647,3BAY2,1000052123,0002086371,Gefen Inc.
2648,D1351,1000047671,0002039497,Gehrckens C. Otto GmbH & Co KG
2649,82084,1000053439,0002101984,Geier - Bluhm Inc
2650,CB877,1000053797,0002113698,Geilert & Kanstein OHG
2651,A2968,1000052586,0002110236,Gelbyson
2652,A9544,1000053572,0002123643,Gelson SRL
2653,0YJB5,1000055903,0002160710,General Atomics Aeronautical Syst.
2654,D0216,1000050946,0002070493,General Atomics AeroTec Systems
2655,28510,1000050117,0002061568,General Aviation Industries Inc
2656,25330,1000047632,0002045215,General Connector Corp
2657,24616,1000045308,0002001874,General Dynamics
2658,05606,1000048162,0002039409,General Dynamics  OTS
2659,67032,1000052176,0002082496,General Dynamics C4
2660,1VPW8,1000056571,0002149482,General Dynamics C4 Systems Inc
2661,1HE71,1000047663,0002045216,General Dynamics Corp
2662,S3002,1000000199,0002012282,General Dynamics European Land
2663,10112,1000056073,0002151714,General Dynamics Global
2664,02978,1000050237,0002065067,General Dynamics Land Systems
2665,3CYA2,1000048624,0002047532,"General Dynamics Mission Systems, I"
2666,04655,1000059163,0002194880,"GENERAL DYNAMICS MISSION SYSTEMS, I"
2667,4R854,1000046909,0002026374,General Dynamics Ordonance and
2668,35921,1000052494,0002081658,General Dynamics Produits de défens
2669,61372,1000053271,0002108859,General Ecology Inc
2670,Z0327,1000054269,0002121791,General Electric
2671,07482,1000044511,0002045217,General Electric Co
2672,8C295,1000047691,0002045221,General Electric Co
2673,30221,1000048602,0002050440,General Electric Co
2674,03508,1000048663,0002049922,General Electric Co
2675,08806,1000048770,0002047584,General Electric Co
2676,08805,1000049763,0002062316,General Electric Co
2677,08808,1000050293,0002065727,General Electric Co
2678,08804,1000050295,0002065726,General Electric Co
2679,01288,1000053675,0002121437,General Electric Co
2680,01002,1000055488,0002137649,General Electric Co Capacitors Div
2681,24446,1000048515,0002046210,General Electric Co.
2682,03512,1000050798,0002070778,General Electric Company Inc
2683,9A852,1000047756,0002045218,General Electronic Co
2684,99165,1000055875,0002148189,General Magnetics Inc
2685,24617,1000048187,0002039164,General Motors corp
2686,73342,1000048258,0002038360,General Motors Corp Allison
2687,56161,1000049971,0002064549,General Motors of Canada Ltd
2688,24494,1000056001,0002155504,"General Nucleonics, Inc."
2689,73804,1000057661,0002168387,GENERAL SCIENTIFIC SAFETY EQUIPMENT
2690,C6428,1000056157,0002157003,General Semiconductor GmbH
2691,14936,1000047963,0002045222,General Semiconductor Inc
2692,24444,1000048100,0002044036,General Semiconductor Inds Inc
2693,80244,1000048281,0002040796,General Services Administration
2694,89715,1000047918,0002045154,General Signal Corp
2695,SU043,1000028213,0002010324,Genge + Thoma AG
2696,DN494,1000056440,0002162528,Gengenbach Messtechnik e.K.
2697,00Q81,1000058405,0002180677,GENICOM CORP
2698,01526,1000049856,0002058392,Genicom Corp.
2699,59497,1000051556,0002069812,Genie Industries Inc.
2700,07294,1000050183,0002062224,Genisco Filter Corp
2701,96682,1000049548,0002052985,Genisco Technology Corp
2702,97427,1000048670,0002050604,Gentex Corporation
2703,72724,1000058172,0002175596,Gentex Corporation
2704,U0A18,1000055475,0002131234,GENTEX EUROPE
2705,60240,1000049103,0002050605,Gentex Western Corp.
2706,S3680,1000042753,0002004987,Georg Fischer Rohrleitungssysteme
2707,C4605,1000054666,0002127787,Georg Kramp GmbH & Co. KG
2708,C2506,1000056467,0002164057,GEORG SCHLEGEL GMBH & CO. KG
2709,SBZ21,1000006823,0002003681,Georg Utz AG
2710,F0316,1000046659,0002029477,GEPE Groupe Europeen de Productions
2711,DL066,1000051321,0002075331,Germania Elektronik GmbH
2712,C4244,1000047731,0002045223,Germania Hochfrequenztechnik GmbH
2713,D9842,1000046251,0002016095,GEROH GmbH & Co. KG
2714,DL899,1000048454,0002045683,GERSTEL GmbH Co. KG
2715,F0326,1000051508,0002078500,Gespac Integration Saint Malo
2716,S5195,1000045803,0002021338,Gespac SA
2717,STF00,1000057827,0002177491,GETAC TECHNOLOGY CORPORATION
2718,CH908,1000056158,0002163864,Getac Technology GmbH
2719,F4321,1000050430,0002068461,Getelec
2720,S5466,1000051964,0002077169,Geveke Elektromatik AB
2721,S7279,1000031369,0002003254,GF Casting Solutions Novazzano
2722,C5384,1000053615,0002124090,GFD - Dichtungstechnik GmbH
2723,C0467,1000056198,0002174737,GFG GESELLSCHAFT FUER GERAETEBAU
2724,C3223,1000052963,0002092872,GGB Germany GmbH & Co. KG
2725,SJ124,1000029264,0002001055,GGB Tristar Suisse SA
2726,0BZ55,1000051694,0002069531,GHZ Technologies Inc
2727,A3325,1000048819,0002049771,Gianetti Ruote spa
2728,F0531,1000046339,0002016115,GIAT Industries
2729,F0126,1000049970,0002060365,GIFAS
2730,SZ197,1000028544,0002002677,Gifas-Electric GmbH
2731,SDM24,1000057966,0002162249,"GIGABYTE TECNOLOGY CO.,LTD"
2732,58900,1000056989,0002170321,Giga-tronics Incorporated
2733,KCR24,1000052274,0002089921,Gill Sensors Ltd.
2734,F6499,1000058049,0002190766,Gilson International France
2735,D5374,1000047728,0002038670,Ginsbury Electronic GmbH
2736,C1229,1000053791,0002114019,Girmann KG
2737,0BT82,1000057515,0002177218,GITS MFG CO INC
2738,S3956,1000047681,0002044105,GKN Aerospace Sweden AB
2739,D8215,1000053523,0002123852,GKN Driveline Deutschland GmbH
2740,SHWT2,1000058826,0002196894,GL Technologies (Hong Kong) Limited
2741,B3431,1000051295,0002075558,Glacier Metal Brussels NV
2742,D1195,1000052874,0002106250,Glaswerke Haller GmbH
2743,C3471,1000046610,0002029480,Glenair Electric GmbH
2744,06324,1000048042,0002045224,Glenair Inc
2745,U0419,1000050007,0002061708,Glenair International Ltd.
2746,A813N,1000058838,0002197404,Glenair Nordic
2747,0BKF2,1000046992,0002025797,Glitsch Special Products Inc
2748,D5708,1000052319,0002081188,Global Aviation + Piper Parts GmbH
2749,31FA2,1000054005,0002121104,"GLOBAL PARTS, INC"
2750,DQ0E6,1000058100,0002191163,Global Truss GmbH
2751,SW875,1000055244,0002130176,Globalsat Tech. Corporation
2752,FAHG9,1000055183,0002136509,Globalsys Ltd
2753,25140,1000050056,0002058315,Globe Motors
2754,DB390,1000049628,0002058133,Globes Elektronik GmbH & Co. KG
2755,0143N,1000050446,0002060783,Glock Ges.mbH
2756,DG118,1000050795,0002067745,Glyn GmbH & Co. KG
2757,65313,1000054441,0002112081,Glyptal Inc
2758,D0290,1000056445,0002163203,GMC-I Messtechnik GmbH
2759,C3199,1000049777,0002064070,GMT Gummi-Metall-Technik GmbH
2760,5WHQ7,1000057903,0002186281,Goal Zero
2761,S3189,1000058082,0002175058,Goerz Electro GmbH
2762,1NQ67,1000053644,0002121387,Gogo LLC
2763,S8580,1000040666,0002016130,Goldeck Textil GmbH
2764,54675,1000057939,0002182837,"GOLDEN ENGINEERING, INC."
2765,C3351,1000050981,0002070180,Goldhofer Aktiengesellschaft
2766,SDC92,1000057493,0002171653,GOLDSUN ELECTRONICS CO.
2767,CJ589,1000052437,0002081455,Gomolzig Flugzeugbau GmbH
2768,S5232,1000058801,0002191910,Good Will Instrument Co
2769,K8868,1000046440,0002016131,Goodfellow Cambridge Limited
2770,62502,1000050589,0002068014,"Goodman Ball, Inc"
2771,FA3T1,1000052648,0002109251,Goodrich Actuation Systems
2772,K0642,1000053288,0002093879,Goodrich Actuation Systems Ltd
2773,F1688,1000045735,0002016460,Goodrich Actuation Systems sas
2774,99551,1000050646,0002068405,Goodrich Corp
2775,13002,1000053953,0002122649,Goodrich Corp
2776,3HRL4,1000052149,0002083733,Goodrich Corp.
2777,31645,1000057501,0002171188,Goodrich Corp.  (UTC Aerospace)
2778,3TAH8,1000052511,0002081294,Goodrich Corporation
2779,53PX4,1000053774,0002119944,Goodrich Corporation
2780,3SDT5,1000052216,0002082829,Goodrich DDS - SIS
2781,D8095,1000045619,0002017191,Goodrich Lighting Systems GmbH
2782,B1658,1000046656,0002029345,Goodyear Aviation Products
2783,D2501,1000058817,0002196693,Goodyear Aviation Products
2784,FAEC9,1000053129,0002092891,Goodyear Aviation Tires
2785,Z4974,1000054432,0002121542,Goodyear Aviation Tyres
2786,11066,1000058517,0002184089,Goodyear Canada Inc
2787,AD456,1000053701,0002121405,Goodyear Dunlop Tires Italia SPA
2788,H3125,1000046337,0002016134,Goodyear Nederland BV
2789,73842,1000049258,0002049661,Goodyear Tire & Rubber Co
2790,CJ921,1000058245,0002184596,GOPRO GMBH
2791,U7676,1000047961,0002045226,Gore W.L. & Associates
2792,C5940,1000046475,0002016123,Gore W.L. & Associates GmbH
2793,17217,1000049024,0002051081,"Gore W.L. & Associates, Inc."
2794,D3031,1000057201,0002167317,Gossen GmbH
2795,C0260,1000052573,0002103850,Gothe El.-Ap. & Co. GmbH
2796,C1185,1000052355,0002089360,Gottlieb Nestle GmbH
2797,C3382,1000047916,0002038323,Gottwald GmbH
2798,96795,1000050217,0002064544,Gould Instrument Systems Inc
2799,24226,1000053451,0002108155,Gowanda Electronics Corp.
2800,53399,1000050026,0002063517,GPD Optoelectronics
2801,F7362,1000054527,0002139229,GPI Forankra
2802,S5945,1000057265,0002187116,GPI INTERNATIONAL LTD
2803,1MGN7,1000049437,0002053045,GPS Networking Inc.
2804,1RTJ5,1000054221,0002119949,GPS Source Inc
2805,25980,1000056536,0002164603,Graco Inc.
2806,D2711,1000046710,0002025619,Grammer AG
2807,63704,1000052970,0002109063,Granco Industries Inc
2808,36887,1000059243,0002194256,Grand and Toy
2809,8W595,1000056576,0002150144,Grand Northern Products
2810,5K529,1000055763,0002146644,"Graphic Research, Inc."
2811,S5648,1000058662,0002191899,Graphtec Corporation
2812,D0895,1000057266,0002167318,Grässlin GmbH
2813,81073,1000048571,0002045705,Grayhill Inc.
2814,5F573,1000050971,0002072762,Greene Tweed & Co
2815,C3125,1000046364,0002022484,"Greene, Tweed & CO. GmbH"
2816,C6760,1000050034,0002065408,Greentop GmbH
2817,C4582,1000056206,0002143332,Greisinger electronic GmbH
2818,S3039,1000030824,0002001636,Gressel AG
